date,tmin,tmax,prcp,snow,snwd,awnd
12/9/2019,43,61,0,0,0,7.16
6/30/2018,71,94,0.02,0,0,4.92
12/10/2019,48,76,0.15,0,0,9.84
7/5/2018,72,95,0.03,0,0,4.92
12/12/2019,28,45,0,0,0,6.93
7/14/2018,65,89,0,0,0,4.03
12/13/2019,36,49,1.4,0,0,4.25
7/17/2018,72,98,0.1,0,0,8.5
12/17/2019,45,64,0.41,0,0,10.96
7/20/2018,69,86,0,0,0,9.4
12/22/2019,26,48,0.04,0,0,0.45
7/27/2018,73,95,0,0,0,6.93
12/26/2019,34,66,0,0,0,1.12
8/3/2018,70,77,1.12,0,0,5.82
12/28/2019,48,71,0,0,0,1.79
8/8/2018,69,94,0.46,0,0,6.49
1/4/2020,43,65,0.45,0,0,9.17
8/14/2018,65,86,0.12,0,0,2.46
1/9/2020,30,51,0,0,0,6.04
8/15/2018,68,90,0,0,0,2.24
1/13/2020,63,67,0.46,0,0,5.37
8/18/2018,73,88,0.49,0,0,9.84
1/20/2020,26,39,0,0,0,5.82
8/22/2018,70,88,0.01,0,0,6.71
1/24/2020,39,65,0.21,0,0,9.84
9/2/2018,69,90,0,0,0,2.24
1/25/2020,39,59,0.55,0,0,5.14
9/4/2018,72,92,0.01,0,0,2.91
2/3/2020,42,74,0,0,0,7.38
9/16/2018,73,76,0.9,0,0,14.99
2/11/2020,61,71,0.42,0,0,12.3
9/18/2018,71,85,0,0,0,6.93
2/17/2020,37,59,0,0,0,5.14
10/16/2018,64,75,0.01,0,0,4.92
2/20/2020,33,43,0.47,2.5,0,6.49
10/20/2018,54,67,0.21,0,0,8.05
2/28/2020,27,53,0.01,0,0,7.61
10/21/2018,37,58,0,0,0,5.59
2/29/2020,29,47,0,0,0,6.71
10/26/2018,42,52,1.58,0,0,8.05
3/8/2020,28,63,0,0,0,4.47
10/29/2018,39,65,0,0,0,5.14
3/9/2020,37,69,0,0,0,11.41
10/30/2018,35,65,0,0,0,1.12
3/25/2020,45,57,0.86,0,0,7.16
11/12/2018,35,48,3.17,0,0,5.14
3/26/2020,47,61,0,0,0,5.14
11/13/2018,44,51,1.19,0,0,2.91
3/27/2020,52,81,0,0,0,8.5
11/15/2018,36,43,0.88,0,0,10.29
3/30/2020,62,77,0,0,0,7.16
11/18/2018,37,59,0,0,0,1.57
4/9/2020,57,80,0.09,0,0,10.07
11/19/2018,43,65,0,0,0,3.36
4/14/2020,52,74,0,0,0,6.71
11/23/2018,27,45,0,0,0,7.83
4/19/2020,39,70,0,0,0,4.03
11/26/2018,39,63,0.01,0,0,9.84
4/20/2020,51,62,0.68,0,0,4.92
12/4/2018,41,53,0,0,0,4.03
4/23/2020,55,66,0.1,0,0,7.83
12/6/2018,25,46,0,0,0,3.8
4/24/2020,61,80,0.01,0,0,10.51
12/18/2018,34,53,0,0,0,2.01
5/17/2020,60,86,0,0,0,7.16
12/28/2018,50,68,1.61,0,0,9.84
5/20/2020,53,59,1.59,0,0,13.65
1/2/2019,47,54,0.01,0,0,5.14
5/21/2020,59,70,0.67,0,0,12.08
1/4/2019,46,60,0.54,0,0,7.16
5/24/2020,62,87,0.12,0,0,4.7
1/9/2019,37,57,0,0,0,9.4
5/27/2020,67,78,0.37,0,0,8.28
1/20/2019,26,59,0.61,0,0,12.3
6/3/2020,67,91,0,0,0,11.41
1/26/2019,22,51,0,0,0,2.46
6/6/2020,72,90,0,0,0,6.04
1/27/2019,26,53,0,0,0,2.91
6/12/2020,68,85,0,0,0,6.04
1/30/2019,21,44,0,0,0,8.28
6/14/2020,59,81,0,0,0,8.28
2/1/2019,27,58,0,0,0,5.37
6/24/2020,70,88,0,0,0,4.92
2/5/2019,38,76,0,0,0,1.57
7/12/2020,67,93,0,0,0,3.36
2/7/2019,60,79,0,0,0,12.75
7/15/2020,71,94,0,0,0,4.7
2/12/2019,41,48,0.17,0,0,5.37
7/23/2020,73,95,0.36,0,0,6.26
2/13/2019,39,57,0,0,0,10.07
7/24/2020,72,90,0.01,0,0,6.49
2/14/2019,29,64,0,0,0,4.7
7/25/2020,71,94,0.38,0,0,4.25
2/15/2019,49,67,0,0,0,10.51
7/27/2020,74,96,0,0,0,7.16
2/20/2019,32,37,0.39,0,0,7.61
7/29/2020,72,92,0.59,0,0,5.14
3/6/2019,27,42,0,0,0,5.59
8/1/2020,75,94,0,0,0,6.26
3/15/2019,58,74,0.31,0,0,13.42
8/5/2020,71,89,0,0,0,5.37
3/23/2019,35,62,0,0,0,6.04
8/22/2020,73,86,0.01,0,0,5.14
3/29/2019,45,74,0,0,0,8.28
8/23/2020,72,89,0,0,0,8.5
4/1/2019,34,53,0,0,0,5.82
8/29/2020,77,87,0.03,0,0,11.86
4/4/2019,48,75,0,0,0,5.14
9/6/2020,57,82,0,0,0,3.58
4/5/2019,54,60,0.54,0,0,6.93
9/9/2020,72,82,0.03,0,0,7.38
4/7/2019,52,71,0,0,0,5.14
9/11/2020,73,88,0.05,0,0,4.92
4/18/2019,61,80,0,0,0,11.41
9/13/2020,64,85,0,0,0,3.8
4/19/2019,64,73,1.31,0,0,14.54
9/14/2020,66,85,0,0,0,6.71
4/24/2019,58,84,0,0,0,4.92
9/19/2020,51,66,0,0,0,9.62
4/25/2019,59,82,0,0,0,5.14
9/20/2020,51,70,0,0,0,9.62
4/26/2019,51,77,0.21,0,0,12.97
9/22/2020,44,72,0,0,0,2.46
4/28/2019,56,82,0,0,0,9.4
9/23/2020,50,73,0,0,0,1.34
5/2/2019,63,85,0,0,0,9.17
9/24/2020,58,72,0.11,0,0,2.24
5/23/2019,64,84,0,0,0,8.05
9/25/2020,61,69,1.9,0,0,5.82
5/24/2019,68,93,0,0,0,5.82
9/28/2020,63,83,0.01,0,0,6.93
5/25/2019,71,92,0,0,0,6.71
9/30/2020,53,72,0,0,0,5.59
5/31/2019,64,91,0.67,0,0,2.46
10/7/2020,57,83,0,0,0,5.82
6/1/2019,61,84,0,0,0,2.91
10/13/2020,54,82,0,0,0,3.58
6/5/2019,68,88,0.29,0,0,10.51
10/19/2020,51,75,0,0,0,0.67
6/7/2019,71,78,0.53,0,0,4.7
10/20/2020,53,80,0,0,0,1.12
6/20/2019,69,93,0.3,0,0,10.74
10/30/2020,48,74,0.28,0,0,6.49
6/23/2019,67,81,0,0,0,4.03
11/3/2020,33,66,0,0,0,3.13
6/24/2019,64,95,0,0,0,7.38
11/8/2020,52,79,0,0,0,4.47
7/1/2019,72,90,0,0,0,5.14
11/10/2020,54,79,0,0,0,4.03
7/4/2019,72,96,1,0,0,3.58
11/12/2020,59,71,2.94,0,0,6.04
7/9/2019,73,85,0,0,0,6.26
11/15/2020,51,76,0,0,0,10.51
7/26/2019,65,87,0,0,0,3.8
11/18/2020,31,52,0,0,0,2.91
7/27/2019,63,88,0,0,0,1.12
11/22/2020,41,70,0,0,0,2.01
7/28/2019,63,90,0,0,0,2.68
11/25/2020,37,67,0,0,0,6.93
8/1/2019,67,91,0.87,0,0,4.47
11/28/2020,41,67,0,0,0,1.34
8/4/2019,68,89,0.16,0,0,1.79
12/2/2020,29,53,0,0,0,4.47
8/6/2019,65,90,0.16,0,0,4.92
12/9/2020,26,53,0,0,0,6.04
8/8/2019,68,91,0.12,0,0,3.36
12/11/2020,35,68,0,0,0,1.34
8/9/2019,67,93,0,0,0,3.13
12/12/2020,44,65,0,0,0,6.71
8/11/2019,69,88,0,0,0,6.49
12/22/2020,32,56,0,0,0,6.26
8/12/2019,68,90,0,0,0,4.47
12/28/2020,31,61,0,0,0,5.37
8/21/2019,71,91,0.12,0,0,11.18
1/4/2021,34,49,0,0,0,1.12
8/23/2019,71,92,0.28,0,0,6.93
1/13/2021,26,57,0,0,0,2.91
8/27/2019,65,81,0.01,0,0,3.36
1/15/2021,33,57,0.24,0,0,6.04
8/29/2019,61,86,0,0,0,2.91
1/20/2021,31,54,0,0,0,6.04
9/4/2019,70,88,0,0,0,3.58
2/5/2021,39,49,0.16,0,0,8.28
9/14/2019,69,83,0,0,0,3.8
2/12/2021,32,37,0.05,0,0,9.62
9/19/2019,54,75,0,0,0,6.93
2/13/2021,32,35,0.77,0,0,7.61
9/23/2019,62,91,0,0,0,7.61
2/21/2021,22,46,0,0,0,6.49
9/29/2019,69,95,0,0,0,5.37
2/23/2021,31,65,0,0,0,6.93
10/1/2019,67,89,0,0,0,3.58
3/2/2021,37,51,0,0,0,2.91
10/2/2019,69,96,0,0,0,4.92
3/8/2021,26,61,0,0,0,1.12
10/4/2019,68,94,0,0,0,8.5
3/17/2021,43,59,0,0,0,4.25
10/8/2019,59,71,0.01,0,0,8.5
3/21/2021,41,67,0,0,0,11.86
10/9/2019,56,72,0,0,0,6.49
3/29/2021,43,63,0,0,0,4.7
10/11/2019,50,80,0,0,0,2.91
3/31/2021,60,74,0.4,0,0,7.83
10/13/2019,59,75,0.39,0,0,2.91
4/3/2021,26,60,0,0,0,3.13
10/14/2019,50,78,0,0,0,3.36
4/4/2021,36,74,0,0,0,5.37
10/15/2019,46,77,0,0,0,2.24
4/10/2021,57,79,0.24,0,0,8.95
10/28/2019,53,75,0,0,0,5.37
4/12/2021,49,79,0,0,0,4.25
10/31/2019,55,85,0.23,0,0,14.09
4/16/2021,38,69,0,0,0,4.92
11/1/2019,39,59,0,0,0,4.47
4/19/2021,47,66,0.01,0,0,4.7
11/3/2019,36,60,0,0,0,2.24
4/21/2021,42,77,0,0,0,10.74
11/6/2019,48,65,0,0,0,5.82
4/29/2021,67,86,0,0,0,16.11
11/11/2019,41,70,0,0,0,8.5
5/1/2021,49,74,0,0,0,4.25
11/14/2019,24,48,0.26,0,0,2.24
5/5/2021,63,85,0,0,0,10.07
11/17/2019,40,53,0,0,0,10.96
5/16/2021,45,73,0.01,0,0,1.79
11/19/2019,41,56,0,0,0,2.01
5/18/2021,57,76,0,0,0,3.58
11/24/2019,38,61,0.31,0,0,7.61
5/27/2021,67,92,0,0,0,3.13
11/27/2019,49,64,0.2,0,0,8.28
5/29/2021,54,85,0.06,0,0,9.17
12/1/2019,46,66,0.46,0,0,7.16
6/15/2021,64,85,0,0,0,5.14
12/8/2019,26,52,0.11,0,0,3.58
6/16/2021,59,83,0,0,0,3.36
12/14/2019,43,55,0.09,0,0,6.71
6/28/2021,67,90,0,0,0,4.92
12/24/2019,42,65,0,0,0,6.71
6/30/2021,73,92,0,0,0,8.72
1/6/2020,30,60,0,0,0,3.13
7/3/2021,59,81,0,0,0,3.13
1/10/2020,41,65,0,0,0,4.47
7/9/2021,70,91,0.52,0,0,6.26
1/14/2020,59,69,0.34,0,0,5.37
7/12/2021,74,90,0,0,0,10.07
1/18/2020,36,49,0.14,0,0,6.49
7/16/2021,73,93,0,0,0,6.71
2/7/2020,35,61,0.26,0,0,15.88
7/27/2021,71,93,0,0,0,4.92
2/14/2020,34,52,0,0,0,6.26
7/29/2021,68,94,0,0,0,8.28
2/15/2020,26,45,0,0,0,5.59
7/30/2021,76,96,0,0,0,6.71
2/18/2020,38,61,0.07,0,0,4.92
8/2/2021,69,85,0,0,0,7.16
2/19/2020,37,57,0.16,0,0,5.59
8/4/2021,66,81,0.03,0,0,8.05
2/23/2020,30,63,0,0,0,5.59
8/6/2021,61,87,0.39,0,0,2.91
3/2/2020,41,69,0,0,0,12.75
8/10/2021,73,96,0,0,0,6.49
3/3/2020,53,63,0.21,0,0,10.74
8/11/2021,74,97,0,0,0,7.61
3/5/2020,45,56,0.05,0,0,4.92
8/12/2021,74,98,0,0,0,6.71
3/10/2020,57,70,0.01,0,0,12.08
8/17/2021,73,86,0.08,0,0,6.04
3/11/2020,54,76,0,0,0,4.7
8/18/2021,76,91,0.1,0,0,9.4
3/15/2020,48,60,0,0,0,9.62
8/29/2021,71,95,0,0,0,2.46
3/20/2020,66,86,0,0,0,13.87
9/1/2021,68,88,0.21,0,0,13.65
3/29/2020,69,88,0,0,0,12.97
9/2/2021,58,81,0,0,0,6.71
4/4/2020,39,71,0,0,0,3.8
9/4/2021,54,85,0,0,0,2.91
4/12/2020,47,76,0.01,0,0,10.96
9/5/2021,64,89,0,0,0,8.5
4/16/2020,34,67,0,0,0,3.8
9/7/2021,62,91,0,0,0,4.03
4/21/2020,48,77,0,0,0,9.62
9/14/2021,67,91,0,0,0,6.04
4/28/2020,42,77,0,0,0,4.92
9/18/2021,71,86,0,0,0,2.46
5/1/2020,53,66,0.02,0,0,7.16
9/23/2021,54,78,0,0,0,3.58
5/2/2020,43,75,0,0,0,3.8
9/26/2021,51,78,0,0,0,2.91
5/4/2020,57,80,0,0,0,6.04
9/29/2021,60,84,0,0,0,4.25
5/19/2020,54,64,0.79,0,0,12.53
10/17/2021,45,66,0,0,0,4.25
5/29/2020,69,81,0.78,0,0,6.71
10/23/2021,50,73,0,0,0,2.24
6/8/2020,71,88,0,0,0,5.82
10/24/2021,48,78,0,0,0,4.25
6/11/2020,71,88,0.11,0,0,9.62
10/25/2021,61,79,1.04,0,0,5.14
6/20/2020,64,84,0,0,0,3.13
10/27/2021,46,70,0,0,0,3.36
6/23/2020,72,89,0,0,0,12.08
10/28/2021,47,72,0.28,0,0,6.93
6/25/2020,71,86,0,0,0,7.16
11/2/2021,45,66,0,0,0,5.14
7/5/2020,70,92,0.4,0,0,4.25
11/10/2021,43,79,0,0,0,1.34
7/7/2020,71,87,0,0,0,5.14
11/11/2021,45,75,0.02,0,0,5.82
7/18/2020,72,94,0,0,0,4.47
11/12/2021,46,71,0,0,0,5.14
7/20/2020,76,97,0,0,0,7.61
11/17/2021,42,75,0,0,0,6.04
7/21/2020,74,97,0,0,0,9.17
11/19/2021,33,59,0,0,0,5.59
7/26/2020,73,95,0,0,0,7.61
11/22/2021,41,57,0.52,0,0,4.25
7/31/2020,77,92,0,0,0,8.95
11/29/2021,27,49,0,0,0,4.03
8/2/2020,75,94,0,0,0,11.41
12/1/2021,30,67,0,0,0,3.36
8/9/2020,70,92,0.02,0,0,3.36
12/4/2021,44,73,0,0,0,3.58
8/11/2020,71,90,0,0,0,4.7
12/6/2021,47,73,0,0,0,11.41
8/18/2020,65,87,0,0,0,1.79
12/10/2021,37,59,0,0,0,2.46
8/25/2020,73,91,0,0,0,7.61
12/11/2021,55,73,0.41,0,0,12.3
8/28/2020,76,92,0,0,0,9.62
12/14/2021,28,61,0,0,0,3.58
8/30/2020,69,88,0,0,0,2.68
12/15/2021,32,62,0,0,0,2.01
8/31/2020,74,90,2.3,0,0,8.28
12/18/2021,59,71,0.02,0,0,9.4
9/7/2020,57,83,0,0,0,2.91
12/28/2021,53,75,0,0,0,9.17
9/16/2020,56,79,0,0,0,6.71
1/8/2022,21,42,0,0,0,3.8
9/17/2020,68,73,2.08,0,0,8.28
1/17/2022,33,42,0,0,0,13
9/21/2020,48,68,0,0,0,7.16
1/26/2022,28,42,0,0,0,8.5
9/27/2020,58,79,0,0,0,2.01
2/5/2022,27,47,0,0,0,6.5
10/1/2020,53,81,0,0,0,3.8
2/8/2022,33,50,0,0,0,2.9
10/2/2020,49,71,0,0,0,5.37
2/15/2022,23,53,0,0,0,3.8
10/5/2020,47,74,0,0,0,2.91
2/16/2022,33,67,0,0,0,8.3
10/6/2020,48,78,0,0,0,2.46
2/20/2022,26,54,0,0,0,5.4
10/11/2020,64,68,0.79,0,0,8.28
2/22/2022,59,73,0,0,0,11.4
10/12/2020,64,73,0,0,0,2.91
2/23/2022,55,71,0.09,0,0,4.9
10/14/2020,51,76,0,0,0,2.24
3/5/2022,45,70,0,0,0,6
10/16/2020,55,70,0.79,0,0,7.83
3/9/2022,45,52,0.42,0,0,4.5
10/18/2020,40,70,0,0,0,2.24
3/10/2022,43,49,0.05,0,0,7.2
10/22/2020,59,81,0,0,0,2.68
3/13/2022,23,52,0,0,0,8.3
10/26/2020,50,73,0.02,0,0,2.68
3/20/2022,46,67,0,0,0,7.6
10/27/2020,53,77,0,0,0,2.01
3/22/2022,47,76,0,0,0,8.1
10/29/2020,68,82,0.01,0,0,17
3/23/2022,59,74,0.13,0,0,9.8
11/6/2020,50,75,0,0,0,2.01
4/1/2022,46,69,0,0,0,9.6
11/7/2020,54,77,0,0,0,2.01
4/2/2022,35,66,0,0,0,3.8
11/13/2020,51,67,0,0,0,3.58
4/6/2022,61,81,0,0,0,9.2
11/21/2020,41,73,0,0,0,0.89
4/11/2022,43,82,0,0,0,7.4
11/24/2020,32,55,0,0,0,1.34
4/14/2022,67,82,0,0,0,12.3
12/1/2020,32,47,0,0,0,8.95
4/17/2022,56,75,0,0,0,
12/4/2020,39,65,0.31,0,0,8.95
4/23/2022,59,83,0,0,0,6.5
12/5/2020,37,57,0.08,0,0,7.61
4/28/2022,45,71,0,0,0,4.3
12/7/2020,35,44,0.35,0,0,4.92
5/27/2022,68,81,1.12,0,0,10.7
12/14/2020,37,59,1.12,0,0,5.82
12/16/2020,35,39,0.94,0,0,7.38
12/17/2020,35,52,0,0,0,3.8
12/18/2020,29,48,0,0,0,2.91
12/19/2020,26,49,0,0,0,2.91
12/26/2020,20,41,0,0,0,4.92
1/3/2021,44,55,0.93,0,0,3.13
1/11/2021,27,48,0.05,0,0,1.57
1/14/2021,37,55,0,0,0,4.7
1/18/2021,30,50,0,0,0,5.37
1/21/2021,31,54,0.01,0,0,3.58
1/22/2021,36,60,0,0,0,3.58
1/28/2021,29,40,0.36,1.6,2,8.72
1/29/2021,25,39,0,0,0,4.03
2/9/2021,38,65,0,0,0,2.01
2/10/2021,40,50,0,0,0,6.71
2/16/2021,34,60,0.01,0,0,9.4
2/24/2021,34,72,0,0,0,7.38
3/3/2021,34,63,0,0,0,1.34
3/11/2021,47,76,0,0,0,11.41
3/13/2021,53,69,0,0,0,2.46
3/19/2021,37,57,0.1,0,0,11.18
4/1/2021,37,61,0,0,0,8.95
4/5/2021,42,76,0,0,0,2.91
4/8/2021,53,83,0,0,0,5.37
4/11/2021,59,79,0.2,0,0,9.84
4/15/2021,52,69,0,0,0,5.14
4/24/2021,44,61,0.27,0,0,6.26
4/27/2021,51,84,0,0,0,10.96
4/28/2021,61,85,0,0,0,11.41
5/6/2021,49,68,0,0,0,4.25
5/9/2021,49,83,0,0,0,13.87
5/19/2021,51,84,0,0,0,2.01
5/22/2021,52,89,0,0,0,3.13
5/26/2021,70,94,0,0,0,6.04
5/28/2021,68,92,0.02,0,0,9.17
6/1/2021,53,83,0,0,0,3.8
6/2/2021,60,81,1.82,0,0,5.14
6/5/2021,67,89,0,0,0,2.68
6/10/2021,71,86,1,0,0,5.82
6/11/2021,72,89,0.11,0,0,6.49
6/20/2021,71,82,1.45,0,0,6.49
6/22/2021,64,79,1.03,0,0,8.5
7/1/2021,72,91,0.18,0,0,13.65
7/2/2021,66,79,1.08,0,0,5.59
7/7/2021,70,91,0,0,0,8.72
7/11/2021,73,91,0,0,0,6.71
7/17/2021,73,92,0,0,0,9.62
7/31/2021,73,91,0,0,0,5.82
8/5/2021,62,86,0,0,0,4.47
8/7/2021,67,78,0.32,0,0,2.24
8/21/2021,72,88,0,0,0,2.91
8/22/2021,70,92,0.35,0,0,2.68
9/6/2021,66,84,0,0,0,5.14
9/21/2021,67,80,0.31,0,0,7.61
9/24/2021,51,76,0,0,0,3.36
9/27/2021,51,84,0,0,0,3.58
10/2/2021,58,85,0,0,0,5.59
10/6/2021,67,83,0,0,0,6.26
10/8/2021,67,75,0.02,0,0,6.26
10/19/2021,42,75,0,0,0,2.24
10/21/2021,48,79,0,0,0,8.28
10/30/2021,49,61,0,0,0,7.16
11/8/2021,34,71,0,0,0,2.68
11/9/2021,38,77,0,0,0,2.91
11/14/2021,29,58,0,0,0,3.13
11/16/2021,30,67,0,0,0,3.36
11/18/2021,52,76,0,0,,9.84
11/20/2021,26,54,0,0,0,2.68
11/25/2021,29,63,0,0,0,6.49
11/27/2021,28,54,0,0,0,3.58
12/3/2021,44,74,0,0,0,3.8
12/5/2021,42,62,0,0,0,5.37
12/9/2021,27,45,0,0,0,3.36
12/16/2021,36,69,0,0,0,5.82
12/19/2021,34,65,0.67,0,0,7.83
12/24/2021,35,63,0,0,0,11.63
12/27/2021,45,66,0,0,0,3.13
12/29/2021,61,73,0.02,0,0,11.86
1/1/2022,64,79,0.43,0,0,14.3
1/9/2022,37,66,0.62,0,0,9.2
1/21/2022,22,30,0.15,1.5,2,10.7
1/22/2022,19,35,0.06,0.79,2,3.8
1/27/2022,20,43,0,0,0,2.7
2/9/2022,28,60,0,0,0,3.6
2/19/2022,28,60,0,0,0,5.6
2/21/2022,32,71,0,0,0,3.6
2/28/2022,32,60,0,0,0,4.5
3/1/2022,32,68,0,0,0,4
3/3/2022,46,84,0,0,0,7.4
3/7/2022,63,82,0.11,0,0,18.3
3/11/2022,45,61,0.06,0,0,3.4
3/19/2022,61,79,0,0,0,16.1
3/17/2022,55,70,0.55,0,0,5.1
3/26/2022,44,62,0,0,0,8.1
3/30/2022,40,75,0,0,0,8.1
4/4/2022,38,68,0,0,0,6.3
4/5/2022,52,76,0.36,0,0,8.5
4/18/2022,41,56,1.39,0,0,
4/21/2022,43,75,0,0,0,4.9
4/22/2022,53,83,0,0,0,4.5
4/26/2022,60,88,0.06,0,0,8.7
4/27/2022,50,72,0,0,0,5.4
5/7/2022,53,75,0.02,0,0,8.7
5/21/2022,69,93,0.29,0,0,7.6
5/22/2022,69,90,0,0,0,8.9
